metrics,avg,p95,min,max
metric_TMA_....L1_Bound(%),9.29944079473684,9.435920494,9.11881353,9.43788343
metric_TMA_......DTLB_Load(%),0.6041986968421051,0.7198271780000001,0.5003597,0.72507011
metric_TMA_......Store_Fwd_Blk(%),0.5425776878947368,0.595901214,0.48276439,0.6144903
metric_TMA_....L2_Bound(%),0.3988014021052632,0.427756226,0.34005008,0.43155401
metric_TMA_....L3_Bound(%),0.8436761357894738,0.8980238519999999,0.75953802,0.92398995
metric_TMA_......Contested_Accesses(%),0.0011675210526315791,0.0018624019999999982,0.00055258,0.00259871
metric_TMA_......Data_Sharing(%),0.002560914736842105,0.00391123,0.00160419,0.00394174
metric_TMA_......L3_Hit_Latency(%),0.41934530368421047,0.5256358649999999,0.33197021,0.5427954
metric_TMA_......SQ_Full(%),0.18615972578947368,0.24927978499999998,0.15936838,0.25991099
metric_TMA_......MEM_Bandwidth(%),2.50889254,2.7365203379999996,2.22620022,2.80423884
metric_TMA_......MEM_Latency(%),8.343931622631578,9.064821177999999,7.5212437,9.09604882
metric_TMA_....Store_Bound(%),0.8195709184210527,1.1313420639999998,0.71449247,1.18916863
metric_TMA_..Core_Bound(%),0.0,0.0,0.0,0.0
metric_TMA_....Divider(%),0.08459899368421052,0.10682484,0.06760873,0.10702203
metric_TMA_....Ports_Utilization(%),42.86399736789474,43.77003842,41.9651082,44.36272865
metric_TMA_......Ports_Utilized_0(%),0.0,0.0,0.0,0.0
metric_TMA_......Ports_Utilized_1(%),25.288823612105265,25.729015540000002,24.93188905,25.80817927
metric_TMA_......Ports_Utilized_2(%),27.697519034210533,27.903718509999997,27.59066143,27.90832696
metric_TMA_......Ports_Utilized_3m(%),27.706709121052636,27.984182883,27.46359377,28.01243733
metric_TMA_Retiring(%),63.48010681421054,65.18975661099999,60.83685468,66.48338566
metric_TMA_..Light_Operations(%),63.42087872736841,65.12559704899999,60.78145816,66.41530784
metric_TMA_..Heavy_Operations(%),0.059228086842105274,0.066761768,0.05539652,0.06807782
metric_TMA_Info_CoreIPC,3.3097498015789473,3.322329756,3.28864062,3.33157632
metric_TMA_Info_System_SMT_2T_Utilization,1.0,1.0,1.0,1.0
