metrics,avg,p95,min,max
metric_DTLB (2nd level) 2MB large page load MPI,6.138275862068966e-06,1.269599999999998e-05,3.59e-06,3.448e-05
metric_DTLB (2nd level) store MPI,7.758827586206896e-05,0.00016362199999999972,3.313e-05,0.00052171
metric_NUMA %_Reads addressed to local DRAM,99.59885286034482,99.952088842,97.88993525,99.95403286
metric_NUMA %_Reads addressed to remote DRAM,0.40114713965517246,1.7387591279999997,0.04596714,2.11006475
metric_uncore frequency GHz,1.7019393358620691,1.72747856,1.6364383,1.73285107
metric_TMA_Frontend_Bound(%),8.585568693448277,18.951929947999982,3.86604286,30.01864403
metric_TMA_..Fetch_Latency(%),10.87636862275862,14.059335825999995,9.16807569,18.70750935
metric_TMA_....ICache_Misses(%),1.6005562803448274,2.3717567599999994,1.17891719,2.96489479
metric_TMA_....ITLB_Misses(%),2.1755321468965514,3.7266776059999986,1.30461399,9.34890332
metric_TMA_....Branch_Resteers(%),1.6199478424137932,2.6312199119999975,1.22473307,5.29034707
metric_TMA_......Mispredicts_Resteers(%),1.3867471648275866,2.2093413939999977,1.08353506,4.39852189
metric_TMA_......Clears_Resteers(%),0.06653284586206897,0.11583011999999981,0.04391297,0.29884853
metric_TMA_......Unknown_Branches(%),0.16666783068965516,0.39405913999999975,0.08073459,0.84187842
metric_TMA_..Fetch_Bandwidth(%),0.8982559206896552,6.058847501999993,0.0,11.31113468
metric_TMA_Bad_Speculation(%),36.93011930448276,57.85902062199999,5.52227861,58.60663829
metric_TMA_..Branch_Mispredicts(%),34.93253702793103,55.618485694,5.28463795,56.43408684
metric_TMA_..Machine_Clears(%),1.9975822779310344,4.519793773999993,0.14000279,10.77467933
metric_TMA_Backend_Bound(%),43.161949511034464,58.63655383399999,25.82202741,61.63611756
metric_TMA_..Memory_Bound(%),34.84492753758621,48.31453224799999,15.66873109,50.63150544
metric_TMA_....L1_Bound(%),7.194569158620688,9.200464471999997,6.34310613,12.97030359
metric_TMA_......DTLB_Load(%),5.925085031034483,6.883561018,3.88887333,9.8689404
metric_TMA_......Store_Fwd_Blk(%),0.26296508896551724,0.373163138,0.1752384,0.42056793
metric_TMA_....L2_Bound(%),1.7217107231034485,2.1708970599999997,0.14433186,2.36256633
metric_TMA_....L3_Bound(%),5.413433638965517,5.799426754,4.56220188,5.89915952
metric_TMA_......Contested_Accesses(%),0.02845052655172414,0.06996494599999997,0.00482791,0.14619193
metric_TMA_......Data_Sharing(%),0.02604648827586207,0.04833127199999998,0.00974347,0.07559638
metric_TMA_......L3_Hit_Latency(%),3.4066045358620687,3.915886632,2.35309752,6.34434381
metric_TMA_......SQ_Full(%),1.244770408965517,1.841267276,0.73991051,2.10920923
metric_TMA_......MEM_Bandwidth(%),30.542444001034486,36.07468290999999,13.23755847,37.14292175
metric_TMA_......MEM_Latency(%),45.32318453551724,48.595298434,35.1794058,48.98968563
metric_TMA_....Store_Bound(%),4.1001735551724146,6.646127149999994,3.08095423,15.31000799
metric_TMA_..Core_Bound(%),0.13471021,0.0,0.0,3.90659609
metric_TMA_....Divider(%),0.11673475758620691,0.18485510599999985,0.05909057,0.25240928
metric_TMA_....Ports_Utilization(%),10.028932712413797,13.20250673399999,8.71180993,20.01370859
metric_TMA_......Ports_Utilized_0(%),0.10380498344827585,0.0,0.0,3.01034452
metric_TMA_......Ports_Utilized_1(%),9.057601893793102,11.462115003999996,7.03897834,15.96118736
metric_TMA_......Ports_Utilized_2(%),7.221351950344827,9.383140897999997,5.36198463,12.86295295
metric_TMA_......Ports_Utilized_3m(%),9.226579052413795,11.688122269999997,6.68121038,14.81639328
metric_TMA_Retiring(%),11.322362492068965,22.775699255999985,6.43541743,31.69009009
metric_TMA_..Light_Operations(%),11.14335044827586,22.535652079999988,5.61507116,31.428645
metric_TMA_..Heavy_Operations(%),0.17901204206896554,0.36044751999999963,0.0609152,0.82034627
metric_TMA_Info_CoreIPC,1.1162848131034482,1.4087051979999994,0.73714361,1.77489329
metric_TMA_Info_System_SMT_2T_Utilization,0.9999313403448276,1.0,0.99927236,1.0
