metrics,avg,p95,min,max
metric_TMA_....ITLB_Misses(%),0.005665464482758621,0.007839111999999999,0.00422118,0.00912692
metric_TMA_....Branch_Resteers(%),4.902660897241379,7.231401099999999,2.38235085,7.41631239
metric_TMA_......Mispredicts_Resteers(%),4.776338164137932,7.065934482,2.31997156,7.23324339
metric_TMA_......Clears_Resteers(%),0.013574346206896553,0.018694138,0.00816324,0.01988749
metric_TMA_......Unknown_Branches(%),0.11274838793103449,0.15325650999999998,0.05421605,0.16514877
metric_TMA_..Fetch_Bandwidth(%),0.6992681279310344,4.951275695999998,0.0,6.72340898
metric_TMA_Bad_Speculation(%),48.22690852517242,69.16589265799999,24.44127026,73.60806537
metric_TMA_..Branch_Mispredicts(%),48.08859204551724,68.9774085,24.37447495,73.41337362
metric_TMA_..Machine_Clears(%),0.13831647896551721,0.188915702,0.06679531,0.19469176
metric_TMA_Backend_Bound(%),39.86258292689655,58.42796880399999,18.43878524,61.78652505
metric_TMA_..Memory_Bound(%),31.09325440172414,48.93333968599998,12.50165049,53.45304658
metric_TMA_....L1_Bound(%),2.551408227241379,4.125954935999999,1.2438276,4.21249967
metric_TMA_......DTLB_Load(%),1.7101502441379308,2.0716430260000003,1.23367132,2.14661634
metric_TMA_......Store_Fwd_Blk(%),0.09761729655172414,0.19259001399999998,0.0211335,0.34077456
metric_TMA_....L2_Bound(%),0.27563680517241385,0.42762199,0.07765746,0.62943495
metric_TMA_....L3_Bound(%),4.33527266862069,5.084143808,3.04542415,5.1387311
metric_TMA_......Contested_Accesses(%),0.0010624189655172415,0.0013828039999999996,0.00059426,0.0017472
metric_TMA_......Data_Sharing(%),0.0021323586206896555,0.0026338259999999997,0.00154119,0.00269703
metric_TMA_......L3_Hit_Latency(%),13.804415213448275,16.110765256,6.66674729,16.86034053
metric_TMA_......SQ_Full(%),5.746837990344828,7.2978420559999995,3.35180605,8.07614195
metric_TMA_......MEM_Bandwidth(%),55.24995918344828,64.33875130999999,42.84893133,65.06153742
metric_TMA_......Mem_Latency(%),23.334137649655176,24.257483082,21.21271285,24.33349113
metric_TMA_....Store_Bound(%),2.714802168965517,4.465818585999999,0.94244553,4.72990458
metric_TMA_..Core_Bound(%),0.0,0.0,0.0,0.0
metric_TMA_....Divider(%),0.07134564724137932,0.101767134,0.03375385,0.11868516
metric_TMA_....Ports_Utilization(%),10.470360111724139,13.420198472,7.06467606,14.54776838
metric_TMA_......Ports_Utilized_0(%),0.0,0.0,0.0,0.0
metric_TMA_......Ports_Utilized_1(%),10.148393680689653,12.912117989999999,6.89787841,13.74551761
metric_TMA_......Ports_Utilized_2(%),6.289572354482758,8.362299027999999,3.95016706,8.63338338
metric_TMA_......Ports_Utilized_3m(%),6.926368271034483,8.168634522,5.12866888,8.32775963
metric_TMA_Retiring(%),5.001329886896552,9.601407681999998,3.45735116,9.98777431
metric_TMA_..Light_Operations(%),4.9937719662068965,9.588493016,3.4522654,9.97371296
metric_TMA_..Heavy_Operations(%),0.007557920000000001,0.012914665999999995,0.00508576,0.01406136
metric_TMA_Info_CoreIPC,0.5656602868965518,0.688327922,0.42503653,0.7128717
metric_TMA_Info_System_SMT_2T_Utilization,1.0,1.0,1.0,1.0
