metrics,avg,p95,min,max
metric_TMA_......Mispredicts_Resteers(%),9.20125734,9.759604628,8.30097477,9.83468261
metric_TMA_......Clears_Resteers(%),0.017656604,0.019805888,0.01606692,0.02037702
metric_TMA_......Unknown_Branches(%),0.326337669,0.345813554,0.27716235,0.3569971
metric_TMA_..Fetch_Bandwidth(%),19.27582965,20.22109013,17.14976926,20.63822685
metric_TMA_Bad_Speculation(%),19.28407869,22.22148446,14.79514034,24.88186797
metric_TMA_..Branch_Mispredicts(%),19.24698184,22.17606166,14.7688856,24.82694078
metric_TMA_..Machine_Clears(%),0.037096845,0.047102298,0.02625475,0.05492718
metric_TMA_Backend_Bound(%),6.259689102,6.695511062,6.00958893,7.07707312
metric_TMA_..Memory_Bound(%),2.090573221,2.362368264,1.91511814,2.40909394
metric_TMA_....L1_Bound(%),16.46835677,16.89454481,15.95972582,17.08512315
metric_TMA_......DTLB_Load(%),2.619219689,2.83911588,2.38422941,3.15081257
metric_TMA_......Store_Fwd_Blk(%),0.003046869,0.003495016,0.00268568,0.00355184
metric_TMA_....L2_Bound(%),0.487683927,0.657089416,0.11870111,0.65855527
metric_TMA_....L3_Bound(%),1.36994036,2.049051348,0.76802663,2.06385678
metric_TMA_......Contested_Accesses(%),0.00067952,0.001019802,0.00045101,0.00108186
metric_TMA_......Data_Sharing(%),0.000991595,0.001294612,0.0006534,0.00164725
metric_TMA_......L3_Hit_Latency(%),0.101113219,0.117515922,0.08245768,0.12270369
metric_TMA_......SQ_Full(%),0.040799977,0.180390682,0.01019106,0.21058348
metric_TMA_......MEM_Bandwidth(%),0.104621263,0.399264732,0.02614526,0.58967582
metric_TMA_......MEM_Latency(%),11.07007529,14.12880043,8.08128263,14.26036389
metric_TMA_....Store_Bound(%),0.242391785,1.062604758,0.03371587,1.26593562
metric_TMA_..Core_Bound(%),0,0,0,0
metric_TMA_....Divider(%),0.467286231,0.499833534,0.40820648,0.5076326
metric_TMA_....Ports_Utilization(%),31.6858962,32.82925136,30.44210649,32.95315178
metric_TMA_......Ports_Utilized_0(%),0,0,0,0
metric_TMA_......Ports_Utilized_1(%),24.06521892,24.85971663,23.20960859,24.91868299
metric_TMA_......Ports_Utilized_2(%),19.23726601,19.78935073,18.58569962,19.99732069
metric_TMA_......Ports_Utilized_3m(%),16.57090821,16.9282359,16.11235656,16.94057621
metric_TMA_Retiring(%),39.70667625,40.89884978,36.31508817,41.88422992
metric_TMA_..Light_Operations(%),39.63259781,40.82962496,36.21275428,41.81406983
metric_TMA_..Heavy_Operations(%),0.074078442,0.096448284,0.06445111,0.10233389
metric_TMA_Info_CoreIPC,2.260245008,2.32163854,2.18247607,2.34039858
metric_TMA_Info_System_SMT_2T_Utilization,0.999999757,1,0.99999295,1
