metrics,avg,p95,min,max
metric_NUMA %_Reads addressed to remote DRAM,1.6069350595,1.8298698035000007,1.25342933,2.78454349
metric_uncore frequency GHz,0.9416183310000001,1.24801861,0.82981232,1.35208161
metric_TMA_Frontend_Bound(%),25.447487632499996,25.859843504,24.73010829,26.12399564
metric_TMA_..Fetch_Latency(%),14.076222317,14.2653222495,13.21346256,14.28810571
metric_TMA_....ICache_Misses(%),0.065940455,0.07498156,0.05603424,0.07562034
metric_TMA_....ITLB_Misses(%),0.1846145915,0.1931487165,0.17190493,0.19335898
metric_TMA_....Branch_Resteers(%),15.099297085999998,15.202430483,14.80746735,15.22956938
metric_TMA_......Mispredicts_Resteers(%),14.4966307935,14.602333787,14.21562263,14.60927215
metric_TMA_......Clears_Resteers(%),0.032479459499999995,0.0346934085,0.029263,0.03469585
metric_TMA_......Unknown_Branches(%),0.5701868344999999,0.5804990784999999,0.55549335,0.58704075
metric_TMA_..Fetch_Bandwidth(%),11.3712653155,12.044272785,10.62341798,12.39546489
metric_TMA_Bad_Speculation(%),31.518382147999993,33.6821868515,28.23931132,34.3114912
metric_TMA_..Branch_Mispredicts(%),31.447862224500007,33.602220332,28.17067911,34.23312278
metric_TMA_..Machine_Clears(%),0.07051992399999998,0.07845253049999999,0.05940759,0.08005063
metric_TMA_Backend_Bound(%),10.149973159500004,10.206906271000001,9.99153327,10.84634445
metric_TMA_..Memory_Bound(%),2.9097092345,2.946285317,2.85773104,3.18585417
metric_TMA_....L1_Bound(%),18.773379822499997,18.853301969,18.63989434,18.85717472
metric_TMA_......DTLB_Load(%),0.645319237,0.6797550645000001,0.62096274,0.6815383
metric_TMA_......Store_Fwd_Blk(%),0.005066696,0.006240709000000001,0.00377515,0.00785075
metric_TMA_....L2_Bound(%),0.412652732,0.4941794760000002,0.32268181,0.73805124
metric_TMA_....L3_Bound(%),0.570555879,0.662775334,0.41834513,0.7075947
metric_TMA_......Contested_Accesses(%),0.0013626895000000002,0.002198228,0.00082576,0.00234183
metric_TMA_......Data_Sharing(%),0.0024918885,0.0029596615000000003,0.00193797,0.0031286
metric_TMA_......L3_Hit_Latency(%),0.6816311425,0.9247876685,0.2599712,1.10517383
metric_TMA_......SQ_Full(%),0.22741931600000004,0.2829461435,0.13929831,0.37201973
metric_TMA_......MEM_Bandwidth(%),0.6157485285000001,0.8310658635,0.33944481,0.89255221
metric_TMA_......MEM_Latency(%),2.7987915935000003,3.2468984885000003,2.13469038,3.36966848
metric_TMA_....Store_Bound(%),0.1899499405,0.2417374145,0.12135474,0.25696144
metric_TMA_..Core_Bound(%),0.0163698,0.016369800000000233,0.0,0.327396
metric_TMA_....Divider(%),1.1819574750000001,1.2611423765,1.09573466,1.33649384
metric_TMA_....Ports_Utilization(%),26.442857395500006,26.910765086,26.01141446,27.0685317
metric_TMA_......Ports_Utilized_0(%),0.0,0.0,0.0,0.0
metric_TMA_......Ports_Utilized_1(%),20.797117436999997,20.890956427000003,20.71199614,20.91269522
metric_TMA_......Ports_Utilized_2(%),17.130163432999996,17.323116587,16.97666084,17.44945855
metric_TMA_......Ports_Utilized_3m(%),16.137391127500003,16.2641332995,16.01377803,16.45320514
metric_TMA_Retiring(%),32.88415705800001,34.538214668500004,30.90053656,35.30541678
metric_TMA_..Light_Operations(%),32.863830885000006,34.51708963400001,30.8820239,35.27711251
metric_TMA_..Heavy_Operations(%),0.020326173000000003,0.022408085500000004,0.01851266,0.02830427
metric_TMA_Info_CoreIPC,1.7175313970000001,1.7463743095,1.69475199,1.76276294
metric_TMA_Info_System_SMT_2T_Utilization,0.9999969835,1.0,0.99996413,1.0
